DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter112,aprepitant,DDInter1609,rivaroxaban,Moderate,Moderate: Aprepitant can increase the risk of bleeding when taken together with rivaroxaban. This is because aprepitant may decrease the amount of rivaroxaban that is broken down by the body’s liver. The result is higher levels of rivaroxaban in the bloodstream. This can lead to an increased risk of bleeding.,DB00673,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C23H21F7N4O3,DB06228,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,C19H18ClN3O5S
DDInter987,isoprenaline,DDInter1196,metipranolol (ophthalmic),Moderate,"Moderate: When isoprenaline is used together with metipranolol eye drops, the amount of isoprenaline in the blood may increase. This can make the heart beat too fast and cause other side effects.",DB01064,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,C11H17NO3,,,
DDInter1970,zolpidem,DDInter1197,metoclopramide,Moderate,"Moderate: When zolpidem is taken together with metoclopramide, there is an increased risk of drowsiness. This interaction is moderate. It is thought to be due to the inhibition of the breakdown of zolpidem by metoclopramide.",DB00425,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,C19H21N3O,DB01233,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,C14H22ClN3O2
DDInter1593,rifaximin,DDInter233,brigatinib,Moderate,"Moderate: When rifaximin is taken together with brigatinib, brigatinib may increase the side effects of rifaximin. The exact mechanism of this interaction is unknown.",DB01220,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,C43H51N3O11,DB12267,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,C29H39ClN7O2P
DDInter1606,ritodrine,DDInter712,famotidine,Moderate,"Moderate: When ritodrine is taken along with famotidine, there may be a moderate increase in ritodrine side effects such as high blood pressure, pounding in the head, nervousness, and rapid heart rate. The exact cause of this interaction is unknown but may involve the way these drugs are broken down in the body.",DB00867,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,C17H21NO3,DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,C8H15N7O2S3
DDInter1140,mefloquine,DDInter1295,nimodipine,Moderate,"Moderate: When mefloquine is taken together with nimodipine, there is a moderate increase in the side effect of drowsiness. This interaction has been observed in studies but not confirmed by other studies. The exact mechanism of this interaction is unknown.",DB00358,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,C21H26N2O7
DDInter293,carbamazepine,DDInter1197,metoclopramide,Moderate,"Moderate: When carbamazepine is taken together with metoclopramide, the amount of carbamazepine in the blood can go up or down depending on whether metoclopramide is taken before or after carbamazepine. This may affect how well carbamazepine works to treat seizures.",DB00564,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,C15H12N2O,DB01233,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,C14H22ClN3O2
DDInter1839,tositumomab (i-131),DDInter770,fluvoxamine,Moderate,"Moderate: Fluvoxamine can increase the effects of tositumomab (I-131), which may cause some side effects to be more severe.",,,,DB00176,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,C15H21F3N2O2
DDInter670,erythromycin,DDInter1360,oxcarbazepine,Moderate,"Moderate: Erythromycin can increase the levels of oxcarbazepine in your body by about 50%. This may cause side effects such as drowsiness, headache, dizziness, tremors, and double vision. It is recommended to avoid taking erythromycin together with oxcarbazepine.",DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,C15H12N2O2
DDInter304,carteolol (ophthalmic),DDInter800,gadoxetic acid,Moderate,"Moderate: When carteolol eye drops are used together with gadoxetic acid, the amount of gadoxetic acid absorbed into the bloodstream may be reduced. This may affect how well gadoxetic acid works to detect abnormalities on images.",,,,DB08884,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,C23H30GdN3O11
DDInter809,gatifloxacin,DDInter307,castor oil,Moderate,"Moderate: When gatifloxacin is taken together with castor oil, there is a moderate increase in the risk of side effects. The exact mechanism for this interaction is unknown.",DB01044,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,C19H22FN3O4,,,
DDInter1605,risperidone,DDInter1214,midostaurin,Moderate,"Moderate: Risperidone is used to treat schizophrenia and other mental disorders. It works by blocking certain brain chemicals. Midostaurin is used to treat acute myeloid leukemia. It works by stopping cancer cells from growing and dividing. Taking midostaurin together with risperidone may increase the risk of bleeding. This is because both drugs can affect platelets, which help blood clot. The exact reason for this interaction is not clear. However, the interaction between these two drugs has been well studied and is considered moderate.",DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,C23H27FN4O2,DB06595,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C35H30N4O4
DDInter1826,tolazamide,DDInter36,albiglutide,Moderate,"Moderate: When taking albiglutide together with tolazamide, there may be an increased risk of hypoglycemia (low blood sugar). This is because tolazamide can increase the effects of albiglutide. It is important for patients to monitor their blood sugar levels closely while taking these medications together.",DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C14H21N3O3S,,,
DDInter624,efavirenz,DDInter9,acalabrutinib,Moderate,"Moderate: Efavirenz can increase levels of acalabrutinib in your body by about 40%. This may increase side effects of acalabrutinib such as nausea, diarrhea, vomiting, fatigue, fever, chills, and muscle pain. It is not clear whether this interaction is clinically relevant.",DB00625,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,C14H9ClF3NO2,DB11703,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,C26H23N7O2
DDInter825,glimepiride,DDInter1478,piroxicam,Moderate,"Moderate: When glimepiride and piroxicam are taken together, they may increase the risk of stomach ulcers. This is because both drugs can irritate the stomach.",DB00222,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,C24H34N4O5S,DB00554,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,C15H13N3O4S
DDInter1851,trazodone,DDInter1934,vilanterol,Moderate,"Moderate: When vilanterol is taken together with trazodone, there is an increased risk of low blood pressure. This means that you may feel dizzy or faint when standing up from lying down.",DB00656,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,C19H22ClN5O,DB09082,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,C24H33Cl2NO5
DDInter934,insulin human,DDInter498,demeclocycline,Moderate,"Moderate: When insulin human is taken together with demeclocycline, there may be an increase in the side effects of insulin human. This interaction has been observed but not well studied. It is not clear whether this interaction is caused by the drugs themselves or by the way the body processes the drugs.",,,,DB00618,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O,C21H21ClN2O8
DDInter352,chloramphenicol (ophthalmic),DDInter1108,lutetium lu 177 dotatate,Moderate,"Moderate: When chloramphenicol eye drops are used together with lutetium Lu 177 dotatate, there may be a moderate interaction. This means that the drugs may affect each other in a way that could cause side effects. The exact mechanism of this interaction is not clear.",,,,DB13985,[177Lu+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,C65H87LuN14O19S2
DDInter361,chlorphenesin,DDInter1789,thalidomide,Moderate,"Moderate: When chlorphenesin is taken together with thalidomide, there may be an increase in the effects of thalidomide on the nervous system. This interaction has been observed in animal studies but not in humans.",DB00856,OCC(O)COC1=CC=C(Cl)C=C1,C9H11ClO3,DB01041,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,C13H10N2O4
DDInter181,benzatropine,DDInter1586,revefenacin,Moderate,"Moderate: When benzatropine and revefenacin are taken together, they may increase each other’s side effects on the heart, intestines, stomach, and brain. The evidence for this interaction is not well established.",DB00245,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,C21H25NO,DB11855,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,C35H43N5O4
DDInter1050,levobunolol (ophthalmic),DDInter650,ephedrine,Moderate,"Moderate: When ephedrine is taken along with levobunolol eye drops, there is an increased risk of high blood pressure. This may be due to the fact that both drugs have similar effects on the heart rate and blood vessels. However, this effect is mild and usually does not cause serious problems.",,,,DB01364,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,C10H15NO
DDInter1881,troglitazone,DDInter1817,tipranavir,Moderate,"Moderate: When taking troglitazone together with tipranavir, there may be an increase in side effects. This is because troglitazone can increase levels of tipranavir in your body. However, this interaction has not been well studied.",DB00197,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,C24H27NO5S,DB00932,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,C31H33F3N2O5S
DDInter118,aripiprazole,DDInter905,idelalisib,Moderate,"Moderate: When taking both drugs together, there may be an increased risk of side effects on the brain. This interaction is moderate because the evidence is limited. It is not clear how this interaction happens.",DB01238,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,C23H27Cl2N3O2,DB09054,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,C22H18FN7O
DDInter118,aripiprazole,DDInter640,encorafenib,Moderate,"Moderate: Aripiprazole is used to treat schizophrenia and bipolar disorder. Encourafenib is used to treat colorectal cancer. Taking these drugs together may increase side effects such as diarrhea, nausea, vomiting, fatigue, and rash. These side effects can be managed by taking anti-diarrheal medications, reducing the dose of aripiprazole, or stopping the use of encorafenib. The interaction between these drugs is moderate because there is some evidence that they interact but more research is",DB01238,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,C23H27Cl2N3O2,DB11718,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C,C22H27ClFN7O4S
DDInter298,carboplatin,DDInter1715,strontium chloride sr-89,Moderate,"Moderate: When strontium chloride Sr-89 is given together with carboplatin, there may be a moderate increase in side effects. This interaction has been observed but not well studied.",DB00958,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C6H12N2O4Pt,DB09498,[Cl-].[Cl-].[89Sr++],Cl2Sr
DDInter235,brimonidine (ophthalmic),DDInter251,buprenorphine,Moderate,"Moderate: When brimonidine eye drops are used together with buprenorphine, there may be a moderate increase in drowsiness. This interaction may occur because both drugs affect the central nervous system.",,,,DB00921,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C29H41NO4
DDInter1798,thiothixene,DDInter1693,sodium sulfate,Moderate,"Moderate: When sodium sulfate is taken together with thiothixene, there is a moderate increase in the effect of thiothixene. This means that the risk of side effects from thiothixene may be increased.",DB01623,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,C23H29N3O2S2,DB09472,[Na+].[Na+].[O-]S([O-])(=O)=O,Na2O4S
DDInter1380,palifermin,DDInter456,cyclophosphamide,Moderate,"Moderate: When palifermin and cyclophosphamide are taken together, they can interact in a moderate way. This means that the drugs may affect each other, but this does not usually cause any problems. However, there is some concern that these drugs might decrease the effectiveness of each other. Therefore, it is recommended to take palifermin at least 1 hour before cyclophosphamide.",,,,DB00531,ClCCN(CCCl)P1(=O)NCCCO1,C7H15Cl2N2O2P
DDInter1861,trichlormethiazide,DDInter474,dapagliflozin,Moderate,"Moderate: When taking trichlormethiazide together with dapagliflozin, there is a moderate risk of increased side effects such as diarrhea, thirst, and frequent urination. The exact mechanism for this interaction is unknown.",DB01021,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,C8H8Cl3N3O4S2,DB06292,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,C21H25ClO6
DDInter980,isavuconazonium,DDInter817,gilteritinib,Moderate,"Moderate: When taking gilteritinib together with isavuconazonium, there may be an increase in side effects. This interaction has been classified as moderate. The exact mechanism of this interaction is unknown.",DB06636,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,C35H35F2N8O5S,DB12141,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,C29H44N8O3
DDInter59,alvimopan,DDInter107,apalutamide,Moderate,"Moderate: Alvimopan is used to treat abdominal pain after surgery. It works by blocking opioid receptors in the brain and gut. Apalutamide is used to treat prostate cancer. It works by blocking androgen receptors in the body. Both drugs work by blocking receptors in the body. When taken together, they may increase the effects of each other. This can lead to increased side effects such as nausea, vomiting, diarrhea, and headache.",DB06274,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,C25H32N2O4,DB11901,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,C21H15F4N5O2S
DDInter1916,vancomycin,DDInter1612,rocuronium,Moderate,"Moderate: When vancomycin is given together with rocuronium, there is a moderate risk of rocuronium not working well. This may increase the risk of complications during surgery. The exact reason for this interaction is not clear.",DB00512,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,C66H75Cl2N9O24,DB00728,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,C32H53N2O4
DDInter1177,methoxsalen,DDInter1224,minocycline,Moderate,"Moderate: When methoxsalen is taken together with minocycline, methoxsalen may be less effective. The exact way this happens is not clear.",DB00553,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,C12H8O4,DB01017,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C23H27N3O7
DDInter351,chloramphenicol,DDInter806,ganciclovir,Moderate,"Moderate: When chloramphenicol and ganciclovir are taken together, they can increase each other’s side effects. This interaction is moderate. It is not clear how this interaction happens.",DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,C11H12Cl2N2O5,DB01004,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,C9H13N5O4
DDInter1251,mycophenolate mofetil,DDInter281,canakinumab,Moderate,"Moderate: When canakinumab is taken along with mycophenolate mofetil, there may be an increased risk of certain side effects such as infection. This interaction has been observed but has not been well studied. It is not clear whether this interaction is caused by the drugs themselves or by other factors.",DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,C23H31NO7,,,
DDInter460,cytarabine,DDInter100,anthrax vaccine,Moderate,Moderate: The anthrax vaccine may increase the side effects of cytarabine. This interaction is moderate. It is not clear how this interaction happens.,DB00987,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C9H13N3O5,,,
DDInter419,clozapine,DDInter465,dacomitinib,Moderate,"Moderate: When taking both clozapine and dacomitinib together, there is a moderate risk of increased side effects. It is not clear how this happens.",DB00363,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,C18H19ClN4,DB11963,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,C24H25ClFN5O2
DDInter1263,naltrexone,DDInter473,dantrolene,Moderate,"Moderate: When naltrexone and dantrolene are taken together, they can interact in a moderate way. This means that the levels of dantrolene in your body may go up when you take these drugs together. This can increase side effects such as muscle weakness.",DB00704,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,C20H23NO4,DB01219,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,C14H10N4O5
DDInter299,carfilzomib,DDInter875,human papillomavirus type 11 l1 capsid protein antigen,Moderate,"Moderate: When carfilzomib is given together with human papillomavirus type 11 L1 capsid protein antigen, there may be an increased risk of side effects.",DB08889,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,C40H57N5O7,,,
DDInter1458,phenylpropanolamine,DDInter1464,picosulfuric acid,Moderate,"Moderate: When phenylpropanolamine is taken together with picosulfuric acid, there is a moderate increase in the risk of side effects. The exact mechanism for this interaction is unknown.",DB00397,CC(N)C(O)C1=CC=CC=C1,C9H13NO,DB09268,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,C18H15NO8S2
DDInter527,dextromethorphan,DDInter1134,meclizine,Moderate,"Moderate: When dextromethorphan and meclizine are taken together, they can increase each other’s side effects. This interaction is moderate. It is not clear how this interaction happens.",DB00514,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,C18H25NO,DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,C25H27ClN2
DDInter712,famotidine,DDInter740,flecainide,Moderate,"Moderate: When taking famotidine together with flecainide, there may be an increased risk of side effects such as headache, dizziness, nausea, vomiting, and palpitations. The exact mechanism for this interaction is unknown.",DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,C8H15N7O2S3,DB01195,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,C17H20F6N2O3
DDInter1408,peginterferon alfa-2b,DDInter1054,levodopa,Moderate,"Moderate: When peginterferon alfa-2b is given together with levodopa, there may be a moderate increase in the side effects of levodopa.",,,,DB01235,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,C9H11NO4
DDInter1616,romidepsin,DDInter1480,pitolisant,Moderate,"Moderate: Romidepsin can increase pitolisant levels in your body. This may cause increased side effects of pitolisant. However, this interaction has not been well studied.",DB06176,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,C24H36N4O6S2,DB11642,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,C17H26ClNO
DDInter896,hyoscyamine,DDInter690,ethanol,Moderate,Moderate: Taking ethanol while taking hyoscine can increase the side effects of hyoscine. This is because alcohol can make hyoscine more likely to cross the blood-brain barrier. The interaction between these two drugs is moderate.,DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,C17H23NO3,DB00898,CCO,C2H6O
DDInter387,cisplatin,DDInter293,carbamazepine,Moderate,"Moderate: When cisplatin and carbamazepine are taken together, they can interact in a moderate way. This means that there may be some changes in how well these drugs work, their side effects, or how they affect each other. For example, carbamazepine may decrease how well cisplatin works. However, this is not a very serious interaction. It is not clear exactly how much carbamazepine affects cisplatin.",DB00515,[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],Cl2H6N2Pt,DB00564,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,C15H12N2O
DDInter1939,vinorelbine,DDInter285,capecitabine,Moderate,"Moderate: When vinorelbine and capecitabine are taken together, they may increase each other’s side effects on the skin, nails, mouth, stomach, and joints. This interaction has been observed but not well studied.",DB00361,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C45H54N4O8,DB01101,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,C15H22FN3O6
