DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter931,Insulin detemir,DDInter915,Indacaterol,Moderate,"Moderate: When insulin detemir and indacaterol are taken together, they may increase each other’s effects. This can lead to low blood sugar levels for insulin detemir and breathing problems for indacaterol."
DDInter456,Cyclophosphamide,DDInter405,Clofarabine,Moderate,"Moderate: Cyclophosphamide and clofarabine can cause moderate side effects when taken together. These include increased risk of bleeding, infection, and allergic reactions. The exact reason for this interaction is not clear."
DDInter1509,Pravastatin,DDInter1814,Tioguanine,Moderate,"Moderate: When pravastatin is taken together with tioguanine, the levels of tioguanine in the blood can increase. This may increase the risk of side effects of tioguanine."
DDInter1187,Methylergometrine,DDInter71,Aminoglutethimide,Moderate,"Moderate: When methylergometrine is taken together with aminoglutethimide, the amount of methylergometrine in the blood may increase. This can lead to an increased risk of side effects such as nausea, vomiting, diarrhea, dizziness, headache, and nervousness."
DDInter932,Insulin glargine,DDInter1289,Nicotinamide,Moderate,"Moderate: When insulin glargine is taken together with nicotinamide, there may be a moderate increase in the blood sugar lowering effect of insulin glargine. This is because nicotinamide can slow down the breakdown of insulin glargine by the body."
DDInter1440,Phenelzine,DDInter831,Glyburide,Moderate,"Moderate: When phenelzine is taken together with glyburide, there is an increased risk of low blood sugar levels. This is because phenelzine can increase the effects of glyburide. Low blood sugar levels can be serious but can be managed by monitoring blood sugar levels closely and taking steps to raise them."
DDInter1714,Streptozocin,DDInter1144,Melphalan,Moderate,"Moderate: When streptozocin and melphalan are taken together, they can increase the risk of side effects on the bone marrow. This means that there will be fewer blood cells made, which can lead to anemia, bleeding, or infection."
DDInter600,Doxylamine,DDInter1870,Trihexyphenidyl,Moderate,"Moderate: When doxylamine and trihexyphenidyl are taken together, they may increase each other’s side effects. The interaction between these drugs is moderate."
DDInter670,Erythromycin,DDInter1589,Rifabutin,Moderate,"Moderate: When erythromycin and rifabutin are taken together, they can increase each other’s side effects. This interaction is moderate. It is not clear how this interaction happens."
DDInter513,Dexamethasone,DDInter1862,Trichophyton mentagrophytes,Moderate,"Moderate: When dexamethasone is used together with Trichophyton mentagrophytes, there may be an increase in side effects. This interaction has been observed but not well studied."
DDInter940,Insulin lispro,DDInter441,Copanlisib,Moderate,"Moderate: When insulin lispro and copanlisib are taken together, they may increase each other’s effects. This can cause low blood sugar levels."
DDInter1765,Teniposide,DDInter694,Ethionamide,Moderate,"Moderate: When teniposide is taken together with ethionamide, there is an increased chance of side effects. This interaction is moderate. It is not clear how this interaction happens."
DDInter1440,Phenelzine,DDInter826,Glipizide,Moderate,"Moderate: When phenelzine is taken together with glipizide, there is an increased risk of low blood sugar levels. This is because phenelzine can increase the effects of glipizide. Low blood sugar levels can be managed by eating more often and by consuming foods and drinks containing sugar."
DDInter416,Clotrimazole,DDInter1736,Tadalafil,Moderate,"Moderate: When clotrimazole is taken together with tadalafil, there may be an increase in side effects such as headache, flushing, dizziness, and nausea. The exact mechanism of this interaction is unknown."
DDInter909,Imatinib,DDInter597,Doxorubicin (liposomal),Moderate,Moderate: Imatinib decreases how well doxorubicin works. This may increase the risk of cancer coming back.
DDInter1295,Nimodipine,DDInter1533,Promethazine,Moderate,"Moderate: When nimodipine is taken with promethazine, there is a moderate risk of increased side effects such as drowsiness, dizziness, and headache. The exact mechanism for this interaction is unknown."
DDInter364,Chlorpropamide,DDInter1635,Salmeterol,Moderate,"Moderate: When chlorpropamide is taken together with salmeterol, there is an increased risk of hypoglycemia (low blood sugar). This is because salmeterol can increase the effects of chlorpropamide. It is important to monitor blood sugar levels closely when taking these medications together."
DDInter1276,Nelfinavir,DDInter1581,Repaglinide,Moderate,Moderate: Nelfinavir can increase the blood levels of repaglinide. This may cause hypoglycemia. The mechanism is unknown.
DDInter1547,Pyrazinamide,DDInter1464,Picosulfuric acid,Moderate,"Moderate: Pyrazinamide is an antibiotic used to treat tuberculosis. It works by killing bacteria. Picosulfuric acid is a substance found in some foods and drinks. Taking picosulfuric acid while taking pyrazinamide may decrease how well pyrazinamide works. This is because picosulfuric acid can increase the amount of pyrazinamide in your body. However, this effect has only been seen in animals. More research is needed to see if this happens in people."
DDInter1271,Nebivolol,DDInter474,Dapagliflozin,Moderate,"Moderate: Nebivolol is used to treat high blood pressure. Dapagliflozin is used to treat diabetes. Taking these drugs together may increase the risk of side effects such as dizziness, lightheadedness, or fainting. It is not clear how this happens."
DDInter1355,Oxaliplatin,DDInter1907,Ustekinumab,Moderate,"Moderate: When oxaliplatin is used together with ustekinumab, there may be a moderate increase in side effects. This interaction has been observed but not well studied."
DDInter20,Acetylsalicylic acid,DDInter930,Insulin degludec,Moderate,"Moderate: When insulin degludec and acetylsalicylic acid are taken together, there may be a moderate increase in bleeding risk. This is because acetylsalicylic acid can interfere with how well insulin degludec works to control blood sugar levels."
DDInter1335,Omacetaxine mepesuccinate,DDInter642,Enfortumab vedotin,Moderate,Moderate: Omacetaxine mepesuccinate is used to treat chronic myeloid leukemia. It can be taken by mouth or injected into a vein. Enfortumab vedotin is used to treat bladder cancer. It is injected into a vein. Taking omacetaxine mepesuccinate together with enfortumab vedotin may increase the risk of liver problems.
DDInter38,Aldesleukin,DDInter638,Enalapril,Moderate,"Moderate: When aldesleukin and enalapril are taken together, there may be a moderate increase in the side effect of coughing. This is because aldesleukin can increase the level of enalapril in your body."
DDInter351,Chloramphenicol,DDInter1090,Loracarbef,Moderate,"Moderate: When chloramphenicol and loracarbef are taken together, they can interact in a moderate way. This means that the drugs may affect each other in a way that could be harmful. However, this interaction has not been well studied, so we do not know how much of an effect there will be."
DDInter702,Etoposide,DDInter287,Capmatinib,Moderate,"Moderate: When taking etoposide together with capmatinib, there may be an increase in side effects. This interaction has been observed but not well studied. It is not clear whether this interaction is caused by the way these drugs are broken down in the body (metabolized) or whether it is caused by other factors."
DDInter380,Cimetidine,DDInter1031,Ledipasvir,Moderate,Moderate: Cimetidine can increase the levels of ledipasvir in your body. This may increase side effects.
DDInter1013,Labetalol,DDInter274,Calcium glubionate anhydrous,Moderate,"Moderate: When labetalol is taken with calcium glubionate anhydrous, there may be a moderate increase in the effect of labetalol. This means that the blood pressure lowering effect of labetalol may be increased."
DDInter1355,Oxaliplatin,DDInter1420,Pentamidine,Moderate,"Moderate: Taking oxaliplatin together with pentamidine can increase the side effects of oxaliplatin. This is because pentamidine can slow down the removal of oxaliplatin from your body. However, this interaction has not been well studied."
DDInter1873,Trimethobenzamide,DDInter1181,Methsuximide,Moderate,"Moderate: When trimethobenzamide is taken together with methsuximide, there may be an increase in side effects such as drowsiness, dizziness, headache, and confusion. This interaction has been observed but not well studied."
DDInter1365,Oxybutynin,DDInter462,Dabrafenib,Moderate,"Moderate: When oxybutynin is taken together with dabrafenib, there is an increased risk of side effects such as skin rash, nausea, vomiting, diarrhea, abdominal pain, and fever. The exact mechanism for this interaction is unknown."
